Name,X-Coordinate,Y-Coordinate,Tag,공원녹지OX,Rain Gage,Outlet,Area (ha),Area(m^2),Total Area,Width (m),Flow Length (m),Slope (%),평균 Slope,Imperv. (%)
S05915TFTT,177805.734,550566.25,근린생활시설,FALSE,huff_2yr,SD05914,0.068447,684.47,,26.162,26.163,0.3,,90
S05916TTTT,177826.984,550569.2,근린생활시설,FALSE,huff_2yr,SD05915,0.054444,544.44,,23.333,23.333,0.3,,90
S05925FFTT,178113.9,550558.5,녹지,TRUE,huff_2yr,S05926TTTT,0.010067,100.67,,10.034,10.033,0.391,,0
S05926TTTT,178132.516,550566.4,주상복합,FALSE,huff_2yr,S05927TTTT,0.087835,878.35,,29.637,29.637,0.391,,100
S05927TTTT,178162.172,550566.7,주상복합,FALSE,huff_2yr,S05928TTTT,0.09,900,,30,30,0.391,,100
S05928TTTT,178192.172,550566.7,주상복합,FALSE,huff_2yr,S05929TTTT,0.09,900,,30,30,0.391,,100
S05929TTTT,178222.172,550566.7,주상복합,FALSE,huff_2yr,S05930TTTT,0.09,900,,30,30,0.391,,100
S05930TTTT,178252.172,550566.7,주상복합,FALSE,huff_2yr,S05931TTTT,0.09,900,,30,30,0.391,,100
S05931TTTT,178282.172,550566.7,주상복합,FALSE,huff_2yr,S05932TTTT,0.09,900,,30,30,0.391,,100
S05932TTTT,178312.172,550566.7,주상복합,FALSE,huff_2yr,S05933TTTT,0.09,900,,30,30,0.391,,100
S05933TTTT,178342.172,550566.7,주상복합,FALSE,huff_2yr,S05934TTTT,0.09,900,,30,30,0.391,,100
S05934TTTT,178372.172,550566.7,주상복합,FALSE,huff_2yr,SD06035,0.09,900,,30,30,0.391,,100
S05935TTFF,178397.469,550567.1,주상복합,FALSE,huff_2yr,S06036TTFT,0.043071,430.71,,20.754,20.753,0.365,,100
S05936FFTT,178432.344,550566.563,공원,TRUE,huff_2yr,S05937FTTT,0.088917,889.17,,29.819,29.819,0.389,,15
S05937FTTT,178462.172,550566.7,공원,TRUE,huff_2yr,S05938FTTT,0.09,900,,30,30,0.395,,15
S05938FTTT,178492.172,550566.7,공원,TRUE,huff_2yr,S05939FTTT,0.09,900,,30,30,0.397,,15
S05939FTTT,178522.172,550566.7,공원,TRUE,huff_2yr,S05940FTTT,0.09,900,,30,30,0.397,,15
S05940FTTT,178552.172,550566.7,공원,TRUE,huff_2yr,S05941FTTT,0.09,900,,30,30,0.397,,15
S05941FTTT,178582.172,550566.7,공원,TRUE,huff_2yr,S05942TTTT,0.09,900,,30,30,0.397,,15
S05942TTTT,178612.172,550566.7,공원,TRUE,huff_2yr,S05943TTTT,0.09,900,,30,30,0.397,,15
S05943TTTT,178642.172,550566.7,공원,TRUE,huff_2yr,S05944TTTT,0.09,900,,30,30,0.397,,15
S05944TTTT,178672.172,550566.7,공원,TRUE,huff_2yr,S05945TTTT,0.09,900,,30,30,0.397,,15
S05945TTTT,178702.172,550566.7,공원,TRUE,huff_2yr,S05946TTTT,0.09,900,,30,30,0.397,,15
S05946TTTT,178732.172,550566.7,공원,TRUE,huff_2yr,S05947TTTT,0.09,900,,30,30,0.397,,15
S05947TTTT,178762.172,550566.7,공원,TRUE,huff_2yr,SD06048,0.09,900,,30,30,0.403,,15
S05948TTTF,178789.609,550567.1,공원,TRUE,huff_2yr,SD06049,0.074424,744.24,,27.281,27.281,0.381,,15
S05949FFTT,178835.391,550562.563,녹지,TRUE,huff_2yr,S06050TTTT,0.008661,86.61,,9.306,9.307,0.374,,0
S05950TTTT,178852.172,550566.7,주상복합,FALSE,huff_2yr,S06051TTTT,0.09,900,,30,30,0.377,,100
S05951TTTT,178882.172,550566.7,주상복합,FALSE,huff_2yr,S06052TTTT,0.09,900,,30,30,0.393,,100
S05952TTTT,178912.172,550566.7,주상복합,FALSE,huff_2yr,S06053TTTT,0.09,900,,30,30,0.413,,100
S05953TTTT,178942.172,550566.7,주상복합,FALSE,huff_2yr,S06054TTTT,0.09,900,,30,30,0.413,,100
S05954TTTT,178972.172,550566.7,주상복합,FALSE,huff_2yr,S06055TTTT,0.09,900,,30,30,0.413,,100
S05955TTTT,179002.172,550566.7,주상복합,FALSE,huff_2yr,S05956TTTT,0.09,900,,30,30,0.413,,100
S05956TTTT,179032.172,550566.7,주상복합,FALSE,huff_2yr,S05957TTTT,0.09,900,,30,30,0.413,,100
S05957TTTT,179062.172,550566.7,주상복합,FALSE,huff_2yr,SD06058,0.09,900,,30,30,0.427,,100
S05958TTFF,179080.469,550569.5,주상복합,FALSE,huff_2yr,S06059TTTT,0.017032,170.32,,13.051,13.05,0.358,,100
S05959TFTT,179123.9,550566.1,공원,TRUE,huff_2yr,S06060TTTT,0.07926,792.6,,28.153,28.153,0.433,,15
S05960TTTT,179152.172,550566.7,공원,TRUE,huff_2yr,S06061TTTT,0.09,900,,30,30,0.51,,15
S05961TTTT,179182.172,550566.7,공원,TRUE,huff_2yr,S06062TTTT,0.09,900,,30,30,0.51,,15
S05962TTTT,179212.172,550566.7,공원,TRUE,huff_2yr,S06063TTTT,0.09,900,,30,30,0.51,,15
S05963TTTT,179242.172,550566.7,공원,TRUE,huff_2yr,S06064TTTT,0.09,900,,30,30,0.51,,15
S05964TTTT,179272.172,550566.7,공원,TRUE,huff_2yr,S05965TTTT,0.09,900,,30,30,0.575,,15
S05965TTTT,179302.172,550566.7,공원,TRUE,huff_2yr,S05966TTTT,0.09,900,,30,30,0.621,,15
S05966TTTT,179332.172,550566.7,공원,TRUE,huff_2yr,S05967TTTT,0.09,900,,30,30,0.621,,15
S05967TTTT,179351.016,550568.4,공원,TRUE,huff_2yr,OF21,0.022167,221.67,,14.889,14.888,10.414,,15
S06005FFTT,177507.531,550529.5,공원,TRUE,huff_2yr,S06106TTTT,0.029178,291.78,,17.081,17.082,1.625,,15
S06006FTTF,177527.391,550525.938,공원,TRUE,huff_2yr,SD06107,0.019409,194.09,,13.932,13.931,1.634,,15
S06007TTTT,177547.484,550521.9,녹지,TRUE,huff_2yr,SD06108,9.00E-06,0.09,,0.296,0.304,1.634,,0
S06008TTTT,177593.547,550532.4,녹지,TRUE,huff_2yr,SD06109,0,0,,0.032,0,1.616,,0
S06009TTTT,177613.578,550524.2,녹지,TRUE,huff_2yr,SD06110,0,0,,0.024,0,1.543,,0
S06011TTTT,177696.531,550522.25,공원,TRUE,huff_2yr,SD06111,0.000165,1.65,,1.283,1.286,0.3,,15
S06012TTTT,177716.609,550531.2,공원,TRUE,huff_2yr,SD06112,0.04527,452.7,,21.277,21.276,0.3,,15
S06013TTTT,177741.438,550537.2,공원,TRUE,huff_2yr,SD06112,0.084943,849.43,,29.145,29.145,0.3,,15
S06014TTFF,177758.6,550547.438,공원,TRUE,huff_2yr,SD06113,0.002739,27.39,,5.234,5.233,0.3,,15
S06015TFTT,177803.2,550536.8,근린생활시설,FALSE,huff_2yr,SD06014,0.077255,772.55,,27.795,27.795,0.3,,90
S06016TTTT,177820.422,550545.4,근린생활시설,FALSE,huff_2yr,SD06015,0.009207,92.07,,9.596,9.595,0.3,,90
S06018TTTT,177906.438,550523.2,녹지,TRUE,huff_2yr,OF49,0.000496,4.96,,2.227,2.227,0.3,,0
S06025TFTT,178108.156,550534.563,녹지,TRUE,huff_2yr,S06026TTTT,0.051041,510.41,,22.592,22.593,0.391,,0
S06026TTTT,178132.172,550536.7,주상복합,FALSE,huff_2yr,S06027TTTT,0.09,900,,30,30,0.391,,100
S06027TTTT,178162.172,550536.7,주상복합,FALSE,huff_2yr,S06028TTTT,0.09,900,,30,30,0.391,,100
S06028TTTT,178192.172,550536.7,공원,TRUE,huff_2yr,S06029TTTT,0.09,900,,30,30,0.391,,15
S06029TTTT,178222.172,550536.7,공원,TRUE,huff_2yr,S06030TTTT,0.09,900,,30,30,0.391,,15
S06030TTTT,178252.172,550536.7,공원,TRUE,huff_2yr,S06031TTTT,0.09,900,,30,30,0.391,,15
S06031TTTT,178282.172,550536.7,공원,TRUE,huff_2yr,S06032TTTT,0.09,900,,30,30,0.391,,15
S06032TTTT,178312.172,550536.7,공원,TRUE,huff_2yr,S06033TTTT,0.09,900,,30,30,0.391,,15
S06033TTTT,178342.172,550536.7,공원,TRUE,huff_2yr,SD06034,0.09,900,,30,30,0.391,,15
S06034TTTF,178371.656,550537.1,공원,TRUE,huff_2yr,J104,0.086665,866.65,,29.439,29.439,0.391,,15
S06035FFFT,178408.031,550536.063,공원,TRUE,huff_2yr,S06036TTFT,0.042663,426.63,,20.655,20.655,0.391,,15
S06036TTFT,178432.172,550536.7,공원,TRUE,huff_2yr,S06137TFTT,0.09,900,,30,30,0.391,,15
S06037TTTT,178462.172,550536.7,공원,TRUE,huff_2yr,S06138TTTT,0.09,900,,30,30,0.365,,15
S06038TTTT,178492.172,550536.7,공원,TRUE,huff_2yr,S06039TTTT,0.09,900,,30,30,0.389,,15
S06039TTTT,178522.172,550536.7,공원,TRUE,huff_2yr,S06040TTTT,0.09,900,,30,30,0.388,,15
S06040TTTT,178552.172,550536.7,공원,TRUE,huff_2yr,S06041TTTT,0.09,900,,30,30,0.397,,15
S06041TTTT,178582.172,550536.7,공원,TRUE,huff_2yr,S06042TTTT,0.09,900,,30,30,0.397,,15
S06042TTTT,178612.172,550536.7,공동주택,FALSE,huff_2yr,S06043TTTT,0.09,900,,30,30,0.397,,65
S06043TTTT,178642.172,550536.7,공동주택,FALSE,huff_2yr,S06044TTTT,0.09,900,,30,30,0.397,,65
S06044TTTT,178672.172,550536.7,공동주택,FALSE,huff_2yr,S06045TTTT,0.09,900,,30,30,0.397,,65
S06045TTTT,178702.172,550536.7,공동주택,FALSE,huff_2yr,S06046TTTT,0.09,900,,30,30,0.397,,65
S06046TTTT,178732.172,550536.7,공동주택,FALSE,huff_2yr,S06047TTTT,0.09,900,,30,30,0.397,,65
S06047TTTT,178762.172,550536.7,공동주택,FALSE,huff_2yr,SD06048,0.09,900,,30,30,0.397,,65
S06048TTTF,178788.125,550537,녹지,TRUE,huff_2yr,SD06049,0.0656,656,,25.613,25.612,0.397,,0
S06049TFTT,178833.453,550535.25,녹지,TRUE,huff_2yr,S06050TTTT,0.021687,216.87,,14.727,14.726,0.397,,0
S06050TTTT,178852.172,550536.7,주상복합,FALSE,huff_2yr,S06051TTTT,0.09,900,,30,30,0.397,,100
S06051TTTT,178882.172,550536.7,주상복합,FALSE,huff_2yr,S06152TTTT,0.09,900,,30,30,0.397,,100
S06052TTTT,178912.172,550536.7,주상복합,FALSE,huff_2yr,S06153TTTT,0.09,900,,30,30,0.402,,100
S06053TTTT,178942.172,550536.7,주상복합,FALSE,huff_2yr,S06154TTTT,0.09,900,,30,30,0.374,,100
S06054TTTT,178972.172,550536.7,주상복합,FALSE,huff_2yr,S06155TTTT,0.09,900,,30,30,0.374,,100
S06055TTTT,179002.172,550536.7,주상복합,FALSE,huff_2yr,S06156TTTT,0.09,900,,30,30,0.383,,100
S06056TTTT,179032.172,550536.7,주상복합,FALSE,huff_2yr,SD06157,0.09,900,,30,30,0.406,,100
S06057TTTF,179061.547,550537.063,주상복합,FALSE,huff_2yr,SD06158,0.086061,860.61,,29.336,29.336,0.413,,100
S06058FFTT,179102.031,550534.3,공원,TRUE,huff_2yr,S06059TTTT,0.018215,182.15,,13.496,13.497,0.413,,15
S06059TTTT,179122.172,550536.7,공원,TRUE,huff_2yr,S06160TTTT,0.09,900,,30,30,0.433,,15
S06060TTTT,179152.172,550536.7,공원,TRUE,huff_2yr,S06161TTTT,0.09,900,,30,30,0.398,,15
S06061TTTT,179182.172,550536.7,공원,TRUE,huff_2yr,S06162TTTT,0.09,900,,30,30,0.382,,15
S06062TTTT,179212.172,550536.7,공원,TRUE,huff_2yr,S06163TTTT,0.09,900,,30,30,0.484,,15
S06063TTTT,179242.172,550536.7,공원,TRUE,huff_2yr,S06164TTTT,0.09,900,,30,30,0.51,,15
S06064TTTT,179272.172,550536.7,공원,TRUE,huff_2yr,S06165TTTT,0.09,900,,30,30,0.51,,15
S06065TTTT,179301.844,550537,공원,TRUE,huff_2yr,S06066TTTT,0.087743,877.43,,29.621,29.622,0.594,,15
S06066TTTT,179330.1,550543.4,공원,TRUE,huff_2yr,S06067TTTT,0.047196,471.96,,21.725,21.724,2.328,,15
S06067TTTT,179348.984,550548.4,공원,TRUE,huff_2yr,S05967TTTT,0.002689,26.89,,5.185,5.186,7.318,,15
S06105TTTT,177505.109,550505.938,공원,TRUE,huff_2yr,S06206TTTT,0.07182,718.2,,26.799,26.8,1.598,,15
S06106TTTT,177532.172,550506.7,공원,TRUE,huff_2yr,S06207TTTT,0.09,900,,30,30,1.625,,15
S06107TTTT,177560.891,550504,공원,TRUE,huff_2yr,S06208TTTT,0.072192,721.92,,26.869,26.868,1.634,,15
S06108TTTT,177589.516,550498.063,공원,TRUE,huff_2yr,SD06209,0.034993,349.93,,18.706,18.707,1.634,,15
S06109TTTT,177611.578,550493.5,자족시설,FALSE,huff_2yr,SD06210,0.003609,36.09,,6.008,6.007,1.368,,85
S06110TTTT,177655.125,550507.7,녹지,TRUE,huff_2yr,SD06211,0,0,,0.052,0,1.026,,0
S06111TTTT,177692.4,550512.5,공원,TRUE,huff_2yr,SD06211,0.013781,137.81,,11.739,11.74,0.3,,15
S06112TTFT,177713.516,550508.8,공원,TRUE,huff_2yr,SD06212,0.075535,755.35,,27.484,27.483,0.3,,15
S06113TTTF,177737.031,550508,공원,TRUE,huff_2yr,SD06212,0.057796,577.96,,24.041,24.041,0.3,,15
S06114FFFT,177786.172,550499.063,근린생활시설,FALSE,huff_2yr,SD06113,0.003329,33.29,,5.77,5.769,0.3,,90
S06115TTFF,177795.516,550509.6,근린생활시설,FALSE,huff_2yr,SD06114,0.043673,436.73,,20.898,20.898,0.3,,90
S06124FFTT,178084.313,550497.7,녹지,TRUE,huff_2yr,S06225TTTT,0.007684,76.84,,8.766,8.766,0.3,,0
S06125TTTT,178102.7,550506.25,공원,TRUE,huff_2yr,S06126TTTT,0.086495,864.95,,29.41,29.41,0.391,,15
S06126TTTT,178132.172,550506.7,공원,TRUE,huff_2yr,S06127TTTT,0.09,900,,30,30,0.391,,15
S06127TTTT,178162.172,550506.7,공원,TRUE,huff_2yr,S06128TTTT,0.09,900,,30,30,0.391,,15
S06128TTTT,178192.172,550506.7,공원,TRUE,huff_2yr,S06129TTTT,0.09,900,,30,30,0.391,,15
S06129TTTT,178222.172,550506.7,공원,TRUE,huff_2yr,S06130TTTT,0.09,900,,30,30,0.391,,15
S06130TTTT,178252.172,550506.7,공원,TRUE,huff_2yr,S06131TTTT,0.09,900,,30,30,0.391,,15
S06131TTTT,178282.172,550506.7,공원,TRUE,huff_2yr,S06132TTTT,0.09,900,,30,30,0.391,,15
S06132TTTT,178312.172,550506.7,공원,TRUE,huff_2yr,S06133TTTT,0.09,900,,30,30,0.391,,15
S06133TTTT,178342.172,550506.7,공원,TRUE,huff_2yr,SD06134,0.09,900,,30,30,0.391,,15
S06134TTTF,178367.172,550508.1,공원,TRUE,huff_2yr,SD06135,0.058423,584.23,,24.171,24.171,0.391,,15
S06137TFTT,178462.172,550506.7,근린생활시설,FALSE,huff_2yr,S06138TTTT,0.09,900,,30,30,0.391,,90
S06138TTTT,178492.172,550506.7,근린생활시설,FALSE,huff_2yr,SD06239,0.09,900,,30,30,0.391,,90
S06139TTFT,178521.8,550507.5,근린생활시설,FALSE,huff_2yr,SD06240,0.084972,849.72,,29.15,29.15,0.365,,90
S06140TTTT,178552.8,550507.75,공동주택,FALSE,huff_2yr,S06241TTTT,0.083175,831.75,,28.84,28.84,0.389,,65
S06141TTTT,178582.172,550506.7,공동주택,FALSE,huff_2yr,S06142TTTT,0.09,900,,30,30,0.388,,65
S06142TTTT,178612.172,550506.7,공동주택,FALSE,huff_2yr,S06143TTTT,0.09,900,,30,30,0.397,,65
S06143TTTT,178642.172,550506.7,공동주택,FALSE,huff_2yr,S06144TTTT,0.09,900,,30,30,0.397,,65
S06144TTTT,178672.172,550506.7,공동주택,FALSE,huff_2yr,S06145TTTT,0.09,900,,30,30,0.397,,65
S06145TTTT,178702.172,550506.7,공동주택,FALSE,huff_2yr,S06146TTTT,0.09,900,,30,30,0.397,,65
S06146TTTT,178732.172,550506.7,공동주택,FALSE,huff_2yr,S06147TTTT,0.09,900,,30,30,0.397,,65
S06147TTTT,178762.172,550506.7,공동주택,FALSE,huff_2yr,SD06148,0.09,900,,30,30,0.397,,65
S06148TTTF,178786.875,550507,녹지,TRUE,huff_2yr,SD06149,0.058126,581.26,,24.109,24.11,0.397,,0
S06149TFTT,178831.391,550505.75,녹지,TRUE,huff_2yr,S06150TTTT,0.034357,343.57,,18.536,18.535,0.397,,0
S06150TTTT,178852.172,550506.7,주상복합,FALSE,huff_2yr,S06151TTTT,0.09,900,,30,30,0.397,,100
S06151TTTT,178882.172,550506.7,주상복합,FALSE,huff_2yr,S06152TTTT,0.09,900,,30,30,0.397,,100
S06152TTTT,178912.172,550506.7,주상복합,FALSE,huff_2yr,S06153TTTT,0.09,900,,30,30,0.397,,100
S06153TTTT,178942.172,550506.7,주상복합,FALSE,huff_2yr,S06154TTTT,0.09,900,,30,30,0.397,,100
S06154TTTT,178972.172,550506.7,주상복합,FALSE,huff_2yr,S06155TTTT,0.09,900,,30,30,0.397,,100
S06155TTTT,179002.172,550506.7,주상복합,FALSE,huff_2yr,S06156TTTT,0.09,900,,30,30,0.397,,100
S06156TTTT,179032.172,550506.7,주상복합,FALSE,huff_2yr,SD06257,0.09,900,,30,30,0.407,,100
S06157TTTF,179058.563,550507.4,주상복합,FALSE,huff_2yr,SD06258,0.067921,679.21,,26.062,26.061,0.384,,100
S06158TFTT,179101.391,550505.563,공원,TRUE,huff_2yr,S06259TTTT,0.034106,341.06,,18.468,18.468,0.374,,15
S06159TTTT,179122.172,550506.7,공원,TRUE,huff_2yr,S06260TTTT,0.09,900,,30,30,0.374,,15
S06160TTTT,179152.172,550506.7,공원,TRUE,huff_2yr,S06161TTTT,0.09,900,,30,30,0.391,,15
S06161TTTT,179182.172,550506.7,공원,TRUE,huff_2yr,S06162TTTT,0.09,900,,30,30,0.413,,15
S06162TTTT,179212.172,550506.7,공원,TRUE,huff_2yr,S06263TTTT,0.09,900,,30,30,0.433,,15
S06163TTTT,179242.172,550506.7,공원,TRUE,huff_2yr,S06264TTTT,0.09,900,,30,30,0.353,,15
S06164TTTT,179272.172,550506.7,공원,TRUE,huff_2yr,S06265TTTT,0.09,900,,30,30,0.433,,15
S06165TTTT,179299.484,550505.7,공원,TRUE,huff_2yr,S06266TTTT,0.07251,725.1,,26.928,26.927,0.532,,15
S06166TTTT,179319.078,550493.4,공원,TRUE,huff_2yr,S06266TTTT,0.001449,14.49,,3.806,3.807,3.193,,15
S06204TTTT,177484.172,550469.063,공원,TRUE,huff_2yr,S06305TTTT,0.009943,99.43,,9.971,9.972,1.539,,15
S06205TTTT,177502.344,550476.563,공원,TRUE,huff_2yr,S06306TTTT,0.088956,889.56,,29.826,29.825,1.57,,15
S06206TTTT,177532.172,550476.7,주상복합,FALSE,huff_2yr,S06307TTTT,0.09,900,,30,30,1.608,,100
S06207TTTT,177562.172,550476.7,주상복합,FALSE,huff_2yr,S06308TTTT,0.09,900,,30,30,1.627,,100
S06208TTTT,177592.172,550476.7,주상복합,FALSE,huff_2yr,S06309TTTT,0.09,900,,30,30,1.312,,100
S06209TTTT,177621.531,550475.8,자족시설,FALSE,huff_2yr,S06310TTTT,0.084175,841.75,,29.013,29.013,0.706,,85
S06210TTTT,177650.344,550470.5,자족시설,FALSE,huff_2yr,S06310TTTT,0.050576,505.76,,22.489,22.489,0.3,,85
S06211TTTT,177674.391,550465.438,자족시설,FALSE,huff_2yr,S06310TTTT,0.01204,120.4,,10.973,10.972,0.3,,85
S06212TTTT,177725.2,550490.7,공원,TRUE,huff_2yr,SD06211,0.000876,8.76,,2.96,2.959,0.3,,15
S06213TTTF,177734.7,550488.6,공원,TRUE,huff_2yr,SD06212,0.007843,78.43,,8.856,8.856,0.3,,15
S06219FFTT,177924.453,550475.3,공원,TRUE,huff_2yr,SD06218,0.074346,743.46,,27.267,27.266,0.3,,15
S06220FTTT,177952.172,550476.7,공원,TRUE,huff_2yr,SD06219,0.09,900,,30,30,0.3,,15
S06221FTTT,177982.172,550476.7,공원,TRUE,huff_2yr,S06220FTTT,0.09,900,,30,30,0.3,,15
S06222FTTT,178011.844,550477,공원,TRUE,huff_2yr,S06221FTTT,0.087789,877.89,,29.629,29.629,0.3,,15
S06223FTFF,178030.547,550484.9,공원,TRUE,huff_2yr,S06222FTTT,0.010396,103.96,,10.196,10.196,0.3,,15
S06224TFTT,178078.75,550474.438,녹지,TRUE,huff_2yr,S06325TTTT,0.047318,473.18,,21.753,21.752,0.391,,0
S06225TTTT,178102.172,550476.7,공원,TRUE,huff_2yr,S06326TTTT,0.09,900,,30,30,0.391,,15
S06226TTTT,178132.172,550476.7,공원,TRUE,huff_2yr,S06227TTTT,0.09,900,,30,30,0.391,,15
S06227TTTT,178162.172,550476.7,공원,TRUE,huff_2yr,S06228TTTT,0.09,900,,30,30,0.391,,15
S06228TTTT,178192.172,550476.7,공원,TRUE,huff_2yr,S06229TTTT,0.09,900,,30,30,0.391,,15
S06229TTTT,178222.172,550476.7,공동주택,FALSE,huff_2yr,SD06230,0.09,900,,30,30,0.391,,65
S06230TTTT,178248.422,550478.2,공동주택,FALSE,huff_2yr,SD06231,0.063604,636.04,,25.22,25.22,0.391,,65
S06231TTTT,178283.6,550477.25,근린생활시설,FALSE,huff_2yr,SD06232,0.08112,811.2,,28.482,28.481,0.391,,90
S06232TTTT,178312,550476.938,근린생활시설,FALSE,huff_2yr,SD06233,0.08847,884.7,,29.744,29.744,0.391,,90
S06233TTTT,178341.688,550479.063,근린생활시설,FALSE,huff_2yr,SD06234,0.075609,756.09,,27.497,27.497,0.391,,90
S06234TTFF,178363.922,550481.6,공원,TRUE,huff_2yr,SD06235,0.023702,237.02,,15.395,15.396,0.391,,15
S06237TFFF,178462.109,550483.2,근린생활시설,FALSE,huff_2yr,SD06238,0.027668,276.68,,16.634,16.633,0.391,,90
S06238FFTT,178492.156,550473,근린생활시설,FALSE,huff_2yr,SD06239,0.027311,273.11,,16.526,16.526,0.391,,90
S06239FTTF,178522.234,550467.063,공동주택,FALSE,huff_2yr,SD06240,0.029939,299.39,,17.303,17.303,0.391,,65
S06240TFTT,178560.359,550477.563,공동주택,FALSE,huff_2yr,S06341TTTT,0.040502,405.02,,20.125,20.125,0.391,,65
S06241TTTT,178582.172,550476.7,공동주택,FALSE,huff_2yr,S06342TTTT,0.09,900,,30,30,0.365,,65
S06242TTTT,178612.172,550476.7,공동주택,FALSE,huff_2yr,S06343TTTT,0.09,900,,30,30,0.389,,65
S06243TTTT,178642.172,550476.7,공동주택,FALSE,huff_2yr,S06244TTTT,0.09,900,,30,30,0.388,,65
S06244TTTT,178672.172,550476.7,공동주택,FALSE,huff_2yr,S06245TTTT,0.09,900,,30,30,0.397,,65
S06245TTTT,178702.172,550476.7,공동주택,FALSE,huff_2yr,S06246TTTT,0.09,900,,30,30,0.397,,65
S06246TTTT,178732.172,550476.7,공동주택,FALSE,huff_2yr,S06247TTTT,0.09,900,,30,30,0.397,,65
S06247TTTT,178762.172,550476.7,공동주택,FALSE,huff_2yr,SD06248,0.09,900,,30,30,0.397,,65
S06248TTTF,178785.641,550477.063,녹지,TRUE,huff_2yr,SD06249,0.050652,506.52,,22.506,22.506,0.397,,0
S06249TFTT,178829.3,550476,녹지,TRUE,huff_2yr,S06250TTTT,0.047027,470.27,,21.686,21.685,0.397,,0
S06250TTTT,178852.172,550476.7,주상복합,FALSE,huff_2yr,S06251TTTT,0.09,900,,30,30,0.397,,100
S06251TTTT,178882.172,550476.7,주상복합,FALSE,huff_2yr,S06252TTTT,0.09,900,,30,30,0.397,,100
S06252TTTT,178912.172,550476.7,주상복합,FALSE,huff_2yr,S06253TTTT,0.09,900,,30,30,0.397,,100
S06253TTTT,178942.172,550476.7,주상복합,FALSE,huff_2yr,S06254TTTT,0.09,900,,30,30,0.397,,100
S06254TTTT,178972.172,550476.7,공동주택,FALSE,huff_2yr,S06255TTTT,0.09,900,,30,30,0.397,,65
S06255TTTT,179002.172,550476.7,공동주택,FALSE,huff_2yr,S06256TTTT,0.09,900,,30,30,0.397,,65
S06256TTTT,179032.172,550476.7,공동주택,FALSE,huff_2yr,SD06257,0.09,900,,30,30,0.397,,65
S06257TTTF,179056.078,550477.25,공동주택,FALSE,huff_2yr,SD06258,0.053126,531.26,,23.049,23.049,0.397,,65
S06258TFTT,179099.5,550476.25,공동주택,FALSE,huff_2yr,S06259TTTT,0.045906,459.06,,21.426,21.425,0.397,,65
S06259TTTT,179122.172,550476.7,공동주택,FALSE,huff_2yr,S06260TTTT,0.09,900,,30,30,0.397,,65
S06260TTTT,179152.172,550476.7,공원,TRUE,huff_2yr,S06261TTTT,0.09,900,,30,30,0.401,,15
S06261TTTT,179182.172,550476.7,공원,TRUE,huff_2yr,S06362TTTT,0.09,900,,30,30,0.404,,15
S06262TTTT,179212.172,550476.7,공원,TRUE,huff_2yr,S06263TTTT,0.09,900,,30,30,0.374,,15
S06263TTTT,179242.172,550476.7,공원,TRUE,huff_2yr,S06264TTTT,0.09,900,,30,30,0.386,,15
S06264TTTT,179272.172,550476.7,공원,TRUE,huff_2yr,S06365TTTT,0.09,900,,30,30,0.439,,15
S06265TTTT,179302.172,550476.7,공원,TRUE,huff_2yr,OF22,0.089963,899.63,,29.994,29.994,0.397,,15
S06266TTTT,179320.453,550480.6,공원,TRUE,huff_2yr,OF22,0.015765,157.65,,12.556,12.556,4.326,,15
S06304TTTT,177477.375,550443.9,주상복합,FALSE,huff_2yr,S06405TTTT,0.053101,531.01,,23.044,23.043,1.526,,100
S06305TTTT,177502.172,550446.7,주상복합,FALSE,huff_2yr,S06406TTTT,0.09,900,,30,30,1.55,,100
S06306TTTT,177532.172,550446.7,주상복합,FALSE,huff_2yr,S06407TTTT,0.09,900,,30,30,1.584,,100
S06307TTTT,177562.172,550446.7,주상복합,FALSE,huff_2yr,S06408TTTT,0.09,900,,30,30,1.276,,100
S06308TTTT,177592.172,550446.7,주상복합,FALSE,huff_2yr,S06409TTTT,0.09,900,,30,30,0.698,,100
S06309TTTT,177622.172,550446.7,자족시설,FALSE,huff_2yr,S06410TTTT,0.09,900,,30,30,0.3,,85
S06310TTTT,177652.172,550446.7,자족시설,FALSE,huff_2yr,S06410TTTT,0.09,900,,30,30,0.3,,85
S06311TTTT,177681.859,550446.4,자족시설,FALSE,huff_2yr,S06410TTTT,0.087709,877.09,,29.616,29.615,0.3,,85
S06312TTTT,177709.563,550440.6,자족시설,FALSE,huff_2yr,SD06311,0.049033,490.33,,22.143,22.144,0.3,,85
S06313TTTF,177728.438,550435.563,자족시설,FALSE,huff_2yr,SD06312,0.001786,17.86,,4.227,4.225,0.3,,85
S06318FFTT,177894.641,550446.5,공원,TRUE,huff_2yr,SD06317,0.045498,454.98,,21.33,21.331,0.3,,15
S06319TTTT,177922.172,550446.7,공원,TRUE,huff_2yr,SD06318,0.09,900,,30,30,0.3,,15
S06320TTTT,177952.172,550446.7,공원,TRUE,huff_2yr,S06319TTTT,0.09,900,,30,30,0.3,,15
S06321TTTT,177982.172,550446.7,공원,TRUE,huff_2yr,S06320TTTT,0.09,900,,30,30,0.3,,15
S06322TTTF,178006.656,550448.75,공원,TRUE,huff_2yr,S06321TTTT,0.053791,537.91,,23.193,23.193,0.3,,15
S06323FFTT,178054.734,550436.8,녹지,TRUE,huff_2yr,S06424TTTT,0.005623,56.23,,7.499,7.498,0.3,,0
