Name,X-Coordinate,Y-Coordinate,Tag,Rain Gage,Outlet,Area (ha),Width (m),Flow Length (m),Slope (%),Imperv. (%),N Imperv,N Perv,Dstore Imperv (mm),Dstore Perv (mm),Zero Imperv (%),Subarea Routing,Percent Routed (%),Curb Length
S05059TTTT,179122.172,550836.7,공동주택,huff_2yr,SD05160,0.09,30,30,0.556,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05060TTTF,179151.078,550837.4,공동주택,huff_2yr,SD05161,0.082875,28.788,28.788,0.581,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05061FFTT,179188.953,550832.063,공동주택,huff_2yr,SD05161,0.006064,7.787,7.787,0.662,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05062TFTT,179212.7,550836.3,공동주택,huff_2yr,S05163TTTT,0.086564,29.422,29.422,0.642,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05063TTTT,179242.172,550836.7,공동주택,huff_2yr,S05164TTTT,0.09,30,30,0.675,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05064TTTT,179272.172,550836.7,공동주택,huff_2yr,S05165TTTT,0.09,30,30,0.676,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05065TTTT,179302.172,550836.7,공동주택,huff_2yr,S05066TTTT,0.09,30,30,0.788,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05066TTTT,179332.172,550836.7,공동주택,huff_2yr,S05067TTTT,0.09,30,30,0.788,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05067TTTT,179360.625,550836.2,녹지,huff_2yr,S05068TTTT,0.07979,28.247,28.247,0.788,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05068TTTT,179378.781,550824.8,녹지,huff_2yr,OF5,0.002154,4.641,4.641,0.788,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05127TFFT,178170.031,550812.2,녹지,huff_2yr,SD05127,0.025838,16.074,16.074,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05128TTFT,178192.016,550812.6,공동주택,huff_2yr,SD05127,0.048637,22.054,22.054,0.333,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05129TTFF,178222.172,550808.9,공동주택,huff_2yr,S05230TTTT,0.047967,21.901,21.902,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05130FFTT,178252.172,550804.8,공동주택,huff_2yr,S05231TTTT,0.047985,21.906,21.905,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05131FTTT,178282.266,550800.938,공동주택,huff_2yr,S05232TTTT,0.048361,21.991,21.991,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05132FTTT,178312.766,550801.438,공동주택,huff_2yr,S05233TTTT,0.058102,24.104,24.105,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05133FTTT,178342.656,550803.75,공동주택,huff_2yr,S05234TTTT,0.071985,26.83,26.83,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05134FTTT,178372.531,550806,공동주택,huff_2yr,S05235TTTT,0.085584,29.255,29.254,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05135TTTT,178402.172,550806.7,공동주택,huff_2yr,SD05236,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05136FTTF,178429.891,550806.7,공동주택,huff_2yr,SD05237,0.076285,27.62,27.619,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05137TFTT,178469.719,550806.563,녹지,huff_2yr,S05238TTTT,0.044755,21.155,21.156,0.413,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05138TTTT,178492.172,550806.7,공동주택,huff_2yr,S05239TTTT,0.09,30,30,0.405,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05139TTTT,178522.172,550806.7,공동주택,huff_2yr,S05240TTTT,0.09,30,30,0.445,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05140TTTT,178552.172,550806.7,공동주택,huff_2yr,S05241TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05141TTTT,178582.172,550806.7,공동주택,huff_2yr,S05242TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05142TTTT,178612.172,550806.7,공동주택,huff_2yr,S05243TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05143TTTT,178642.172,550806.7,공동주택,huff_2yr,S05244TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05144TTTT,178672.172,550806.7,공동주택,huff_2yr,SD05245,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05145TTTF,178696.859,550806.6,공동주택,huff_2yr,SD05246,0.0418,20.445,20.445,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05146TTTT,178732.172,550806.7,공동주택,huff_2yr,S05247TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05147TTTT,178762.172,550806.7,공동주택,huff_2yr,S05248TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05148TTTT,178792.172,550806.7,공동주택,huff_2yr,S05249TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05149TTTT,178822.172,550806.7,공동주택,huff_2yr,SD05250,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05150TTTF,178851.016,550807.4,녹지,huff_2yr,SD05251,0.082581,28.737,28.737,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05151TTFF,178867.844,550819.3,녹지,huff_2yr,SD05252,0.000719,2.682,2.681,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05152TFTT,178914.4,550805.9,공동주택,huff_2yr,SD05253,0.075942,27.558,27.557,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05153TTTT,178942.172,550806.7,공동주택,huff_2yr,SD05254,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05154TTTT,178972.172,550806.7,공동주택,huff_2yr,SD05255,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05155TTTT,179002.172,550806.7,공동주택,huff_2yr,SD05256,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05156TTTT,179032.172,550806.7,공동주택,huff_2yr,SD05257,0.09,30,30,0.518,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05157TTFT,179062.172,550806.7,공동주택,huff_2yr,SD05158,0.09,30,30,0.616,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05158TTFT,179092.031,550806.9,공동주택,huff_2yr,SD05159,0.088763,29.793,29.793,0.621,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05159TTFT,179121.719,550808.8,공동주택,huff_2yr,SD05160,0.076893,27.73,27.729,0.621,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05160TTFF,179146.9,550811.4,공동주택,huff_2yr,SD05261,0.042846,20.699,20.7,0.579,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05161TFTT,179191.188,550804.3,공동주택,huff_2yr,SD05261,0.03339,18.273,18.273,0.585,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05162TTTT,179212.172,550806.7,공동주택,huff_2yr,S05262TTTT,0.09,30,30,0.629,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05163TTTT,179242.172,550806.7,공동주택,huff_2yr,S05264TTTT,0.09,30,30,0.661,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05164TTTT,179272.172,550806.7,공동주택,huff_2yr,S05265TTTT,0.09,30,30,0.675,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05165TTTT,179302.172,550806.7,공동주택,huff_2yr,S05266TTTT,0.09,30,30,0.676,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05166TTTT,179332.172,550806.7,공동주택,huff_2yr,S05167TTTT,0.09,30,30,0.788,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05167TTTT,179362.172,550806.7,녹지,huff_2yr,S05168TTTT,0.09,30,30,0.788,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05168TTTT,179378.891,550806.8,녹지,huff_2yr,OF5,0.010326,10.162,10.161,0.788,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05224FFTT,178074.438,550772.563,근생용지,huff_2yr,SD05223,0.03218,17.939,17.939,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05225FTTF,178093.859,550768.9,근생용지,huff_2yr,SD05224,0.018859,13.733,13.733,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05227FFTT,178168.7,550775.2,녹지,huff_2yr,S05328TTTT,0.047276,21.743,21.743,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05228FTTT,178192.266,550776.563,공동주택,huff_2yr,S05329TTTT,0.089312,29.885,29.885,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05229TTTT,178222.172,550776.7,공동주택,huff_2yr,S05330TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05230TTTT,178252.172,550776.7,공동주택,huff_2yr,S05331TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05231TTTT,178282.172,550776.7,공동주택,huff_2yr,S05332TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05232TTTT,178312.172,550776.7,공동주택,huff_2yr,S05333TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05233TTTT,178342.172,550776.7,공동주택,huff_2yr,S05334TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05234TTTT,178372.172,550776.7,공동주택,huff_2yr,S05335TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05235TTTT,178402.172,550776.7,공동주택,huff_2yr,SD05336,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05236TTTF,178429.8,550776.7,공동주택,huff_2yr,SD05337,0.075695,27.513,27.512,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05237TFTT,178469.281,550776.563,녹지,huff_2yr,S05338TTTT,0.047327,21.755,21.755,0.413,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05238TTTT,178492.172,550776.7,공동주택,huff_2yr,S05339TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05239TTTT,178522.172,550776.7,공동주택,huff_2yr,SD05340,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05240TTTT,178552.172,550776.7,공동주택,huff_2yr,SD05341,0.09,30,30,0.405,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05241TTTT,178582.172,550776.7,공동주택,huff_2yr,SD05342,0.09,30,30,0.401,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05242TTTT,178612.172,550776.7,공동주택,huff_2yr,SD05343,0.09,30,30,0.478,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05243TTTT,178642.172,550776.7,공동주택,huff_2yr,SD05344,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05244TTTT,178672.172,550776.7,공동주택,huff_2yr,SD05345,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05245TTFF,178695.609,550775.938,공동주택,huff_2yr,SD05346,0.050247,22.416,22.416,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05246TFTT,178733.3,550777.1,공동주택,huff_2yr,S05347TTTT,0.083052,28.819,28.818,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05247TTTT,178762.172,550776.7,공동주택,huff_2yr,S05348TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05248TTTT,178792.172,550776.7,공동주택,huff_2yr,S05349TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05249TTTT,178822.172,550776.7,공동주택,huff_2yr,SD05350,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05250TTTF,178846.969,550777.8,녹지,huff_2yr,SD05351,0.057781,24.038,24.037,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05251FFFT,178894.953,550771.938,녹지,huff_2yr,SD05352,0.009637,9.817,9.817,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05252TTFT,178911.859,550777.25,공동주택,huff_2yr,SD05353,0.086402,29.394,29.394,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05253TTFT,178941.688,550779.5,공동주택,huff_2yr,SD05354,0.072775,26.977,26.977,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05254TTFT,178971.563,550781.9,공동주택,huff_2yr,SD05355,0.058461,24.179,24.178,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05255TTFT,179002.031,550782.438,공동주택,huff_2yr,SN05356,0.048232,21.962,21.962,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05256TTFF,179032.109,550778.7,공동주택,huff_2yr,SN05357,0.04663,21.594,21.594,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05261TFTT,179186.031,550775.438,공동주택,huff_2yr,S05362TTTT,0.065562,25.605,25.605,0.621,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05262TTTT,179212.172,550776.7,공동주택,huff_2yr,S05363TTTT,0.09,30,30,0.556,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05263TTTT,179242.172,550776.7,공동주택,huff_2yr,S05364TTTT,0.09,30,30,0.629,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05264TTTT,179272.172,550776.7,공동주택,huff_2yr,S05365TTTT,0.09,30,30,0.652,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05265TTTT,179302.172,550776.7,공동주택,huff_2yr,S05366TTTT,0.09,30,30,0.675,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05266TTTT,179332.156,550776.7,공동주택,huff_2yr,OF19,0.089926,29.988,29.987,0.676,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05267TTTT,179361.7,550779.063,녹지,huff_2yr,S05268TTTT,0.075406,27.46,27.46,0.788,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05268TTTT,179378.484,550784.6,녹지,huff_2yr,OF5,0.004136,6.431,6.431,0.788,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05325TTTF,178092.75,550747.5,근생용지,huff_2yr,SD05324,0.033157,18.209,18.209,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05327TTTT,178167.078,550746.3,녹지,huff_2yr,S05428TTTT,0.060457,24.588,24.588,0.364,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05328TTTT,178192.172,550746.7,공동주택,huff_2yr,S05429TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05329TTTT,178222.172,550746.7,공동주택,huff_2yr,S05430TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05330TTTT,178252.172,550746.7,공동주택,huff_2yr,S05431TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05331TTTT,178282.172,550746.7,공동주택,huff_2yr,S05432TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05332TTTT,178312.172,550746.7,공동주택,huff_2yr,S05433TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05333TTTT,178342.172,550746.7,공동주택,huff_2yr,S05434TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05334TTTT,178372.172,550746.7,공동주택,huff_2yr,S05435TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05335TTTT,178402.172,550746.7,공동주택,huff_2yr,SD05436,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05336TTTF,178429.688,550746.7,공동주택,huff_2yr,SD05437,0.075105,27.405,27.406,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05337TFTT,178468.859,550746.563,녹지,huff_2yr,SD05438,0.049898,22.338,22.338,0.413,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05338TTTT,178492.172,550746.7,공동주택,huff_2yr,SD05439,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05339TTTT,178522.172,550746.7,공동주택,huff_2yr,SD05440,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05340TTFT,178551.766,550747.563,공동주택,huff_2yr,SD05441,0.08441,29.053,29.054,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05341TTFT,178581.641,550750.063,공동주택,huff_2yr,SD05442,0.069703,26.401,26.402,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05342TTFT,178611.5,550752.5,공동주택,huff_2yr,SD05443,0.054868,23.424,23.424,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05343TTFT,178641.531,550754.438,공동주택,huff_2yr,SN05444,0.040979,20.243,20.244,0.397,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05344TTFF,178672.25,550749.3,공동주택,huff_2yr,SN05445,0.038612,19.65,19.65,0.436,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05346TFTT,178733.7,550745.938,공동주택,huff_2yr,S05447TTTT,0.079883,28.264,28.263,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05347TTTT,178762.172,550746.7,공동주택,huff_2yr,S05448TTTT,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05348TTTT,178792.172,550746.7,공동주택,huff_2yr,SD05449,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05349TTTT,178822.172,550746.7,공동주택,huff_2yr,SD05450,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05350TTTF,178842.828,550748.7,녹지,huff_2yr,SD05451,0.032262,17.962,17.961,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05351FFTT,178893.063,550738.938,근린생활시설,huff_2yr,SD05452,0.012625,11.236,11.236,0.51,90,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05352FTTT,178966.875,550752.3,근린생활시설,huff_2yr,SD05453,0.025489,15.965,15.966,0.51,90,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05353FTFT,178942.547,550741.9,근린생활시설,huff_2yr,SD05454,0.060905,24.679,24.679,0.51,90,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05354FTFF,178971.938,550744.5,근린생활시설,huff_2yr,SN05455,0.044278,21.042,21.043,0.51,90,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05360FFTT,179157.922,550743.6,공동주택,huff_2yr,SD05361,0.011833,10.878,10.878,0.621,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05361TTTT,179182.344,550746.563,공동주택,huff_2yr,S05362TTTT,0.088916,29.819,29.819,0.621,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05362TTTT,179212.172,550746.7,공동주택,huff_2yr,S05363TTTT,0.09,30,30,0.621,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05363TTTT,179242.172,550746.7,공동주택,huff_2yr,S05464TTTT,0.09,30,30,0.556,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05364TTTT,179272.172,550746.7,공원,huff_2yr,S05465TTTT,0.09,30,30,0.629,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05365TTTT,179301.078,550748,공원,huff_2yr,OF19,0.080612,28.392,28.393,0.663,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05366TTTT,179326.484,550755.438,공원,huff_2yr,OF19,0.026201,16.187,16.186,0.675,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05423TTTT,178044.891,550717.6,공동주택,huff_2yr,SD05422,0.025828,16.071,16.071,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05427TTTT,178165.422,550716.3,공동주택,huff_2yr,S05528TTTT,0.070372,26.528,26.527,0.382,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05428TTTT,178192.172,550716.7,공동주택,huff_2yr,S05529TTTT,0.09,30,30,0.396,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05429TTTT,178222.172,550716.7,공동주택,huff_2yr,S05530TTTT,0.09,30,30,0.412,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05430TTTT,178252.172,550716.7,공동주택,huff_2yr,S05531TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05431TTTT,178282.172,550716.7,공동주택,huff_2yr,S05532TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05432TTTT,178312.172,550716.7,공동주택,huff_2yr,S05533TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05433TTTT,178342.172,550716.7,공동주택,huff_2yr,S05534TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05434TTTT,178372.172,550716.7,공동주택,huff_2yr,S05535TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05435TTTT,178402.172,550716.7,공동주택,huff_2yr,SD05536,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05436TTTF,178429.031,550717.1,공동주택,huff_2yr,SD05537,0.07089,26.625,26.625,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05437TFFT,178469.547,550722.1,공동주택,huff_2yr,SD05538,0.021273,14.585,14.586,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05438TTFT,178490.344,550720.3,공동주택,huff_2yr,SD05539,0.034905,18.683,18.683,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05439TTFF,178524.266,550714.063,공동주택,huff_2yr,SN05540,0.028068,16.753,16.754,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05446TFTT,178732.172,550716.7,공동주택,huff_2yr,S05547TFTT,0.09,30,30,0.389,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05447TTTT,178762.172,550716.7,공동주택,huff_2yr,S05548TTTT,0.09,30,30,0.478,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05448TTTT,178792.172,550716.7,공동주택,huff_2yr,SD05549,0.09,30,30,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05449TTTT,178822.063,550716.8,녹지,huff_2yr,SD05550,0.089291,29.882,29.881,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05450TTFF,178839.344,550724.063,녹지,huff_2yr,SD05551,0.007452,8.633,8.632,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05451TFTT,178888.516,550715,근린생활시설,huff_2yr,SD05552,0.05004,22.37,22.369,0.51,90,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05452TTFF,178913.969,550713,근린생활시설,huff_2yr,SD05553,0.039204,19.8,19.8,0.51,90,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05453FFTT,178941.984,550713.063,공동주택,huff_2yr,SD05554,0.055036,23.46,23.46,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05454FTTF,178971.953,550712.3,공동주택,huff_2yr,SD05555,0.040368,20.092,20.092,0.51,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05459FFTF,179117.578,550717.938,공원,huff_2yr,SD05560,0.061196,24.738,24.738,0.518,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05460TFTT,179160.375,550714.75,공원,huff_2yr,S05461TTTT,0.03887,19.715,19.716,0.621,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05461TTTT,179182.172,550716.7,공원,huff_2yr,S05462TTTT,0.09,30,30,0.621,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05462TTTT,179212.172,550716.7,공원,huff_2yr,S05463TTTT,0.09,30,30,0.621,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05463TTTT,179242.172,550716.7,공원,huff_2yr,S05464TTTT,0.089939,29.99,29.99,0.621,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05464TTTT,179269.531,550721.3,공원,huff_2yr,OF20,0.057045,23.884,23.884,0.556,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05465TTTT,179291.609,550728.7,공원,huff_2yr,OF20,0.005934,7.703,7.703,0.629,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05525TTTF,178093.953,550682.5,공동주택,huff_2yr,SD05524,0.023719,15.401,15.401,0.3,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05527TTTT,178163.781,550686.4,공동주택,huff_2yr,S05628TTTT,0.080287,28.335,28.335,0.365,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05528TTTT,178192.172,550686.7,공동주택,huff_2yr,S05629TTTT,0.09,30,30,0.394,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05529TTTT,178222.172,550686.7,공동주택,huff_2yr,S05630TTTT,0.09,30,30,0.396,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05530TTTT,178252.172,550686.7,공동주택,huff_2yr,S05631TTTT,0.09,30,30,0.376,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05531TTTT,178282.172,550686.7,공동주택,huff_2yr,S05632TTTT,0.09,30,30,0.374,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05532TTTT,178312.172,550686.7,공동주택,huff_2yr,S05633TTTT,0.09,30,30,0.386,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05533TTTT,178342.172,550686.7,공동주택,huff_2yr,S05634TTTT,0.09,30,30,0.402,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05534TTTT,178372.172,550686.7,공동주택,huff_2yr,S05635TTTT,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05535TTTT,178402.172,550686.7,공동주택,huff_2yr,SD05636,0.09,30,30,0.413,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05536TTTF,178426.109,550687.7,주상복합,huff_2yr,SD05637,0.052892,22.998,22.999,0.413,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05547TFTT,178762.172,550686.7,주상복합,huff_2yr,S05648TTTT,0.09,30,30,0.414,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05548TTTT,178792.172,550686.7,주상복합,huff_2yr,SD05649,0.09,30,30,0.385,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S05549TTTF,178819.172,550687.563,공동주택,huff_2yr,SD05650,0.071224,26.688,26.688,0.431,65,0.055,0.65,0.5,1.5,25,OUTLET,100,0
